degree,section,stream,course_code,course_name
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON1003,Mathematical Economics
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Core course
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Core course
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON2005,Intermediate Microeconomics
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON2006,Intermediate Econometrics
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON3006,Econometrics
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON3801,Economic Analysis
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Core course
Bachelor of Economics (Honours),Core courses,Standard study plans,ECONX401,Econometric Theory
Bachelor of Economics (Honours),Core courses,Standard study plans,ECONX403,Microeconomic Theory
Bachelor of Economics (Honours),Core courses,Standard study plans,ECONX402,Macroeconomic Theory
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Standard study plans,ECON4800,Economics Research Thesis
Bachelor of Economics (Honours),Core courses,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,,ECON3802,Professional Career Development
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON1003,Mathematical Economics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Core course
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Core course
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON2005,Intermediate Microeconomics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON2006,Intermediate Econometrics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON3006,Econometrics
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON3801,Economic Analysis
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Core course
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECONX401,Econometric Theory
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECONX403,Microeconomic Theory
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECONX402,Macroeconomic Theory
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,ECON4800,Economics Research Thesis
Bachelor of Economics (Honours),Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Program electives Year 1,ECON1004,Australia in the Global Economy
Bachelor of Economics (Honours),Electives,Program electives Year 1,ECON1005,International Financial Institutions and Markets
Bachelor of Economics (Honours),Electives,Program electives Year 1,ECON1006,Using Big Data for Economic and Social Problems
Bachelor of Economics (Honours),Electives,Program electives Year 2,ECON1013,Behavioural Economics
Bachelor of Economics (Honours),Electives,Program electives Year 2,ECON2004,Financial Economics
Bachelor of Economics (Honours),Electives,Program electives Year 2,ECON2011,International Trade and Investment Policy
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON1007,Public Economics
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3000,Resource and Environmental Economics
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3001,Labour Economics
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3003,Impact Evaluation Methods for Economic Policy
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3004,Rethinking Capitalism
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3005,Economic Growth and Development
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3009,Game Theory
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3010,International Money and Finance
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3011,Monetary Economics
Bachelor of Economics (Honours),Electives,Program electives Year 3,ECON3012,Economics of International Trade
Bachelor of Economics (Honours),Electives,Program electives Year 4,ECONX400,Advanced Development Economics
Bachelor of Economics (Honours),Electives,Program electives Year 4,ECONX404,Public Economic Theory
Bachelor of Economics (Honours),Electives,Program electives Year 4,ECONX407,Time Series Econometrics
Bachelor of Economics (Honours),Electives,Program electives Year 4,IBUSX400,International Trade
Bachelor of Economics (Honours),Electives,Program electives Year 4,PSYCX400,Behavioural Game Theory and Experiments
Bachelor of Economics (Honours),Electives,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics (Honours),Electives,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,ECON1003,Mathematical Economics
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Core course
Bachelor of Economics (Honours),Electives,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics (Honours),Electives,Standard study plans,-,Core course
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics (Honours),Electives,Standard study plans,ECON2005,Intermediate Microeconomics
Bachelor of Economics (Honours),Electives,Standard study plans,ECON2006,Intermediate Econometrics
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,ECON3006,Econometrics
Bachelor of Economics (Honours),Electives,Standard study plans,ECON3801,Economic Analysis
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,-,Core course
Bachelor of Economics (Honours),Electives,Standard study plans,ECONX401,Econometric Theory
Bachelor of Economics (Honours),Electives,Standard study plans,ECONX403,Microeconomic Theory
Bachelor of Economics (Honours),Electives,Standard study plans,ECONX402,Macroeconomic Theory
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Electives,Standard study plans,ECON4800,Economics Research Thesis
Bachelor of Economics (Honours),Electives,Standard study plans,-,Elective
